0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0,2,0,2,2,2,2,0,2,0,0,2,4,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,2,0,2,2,0,0,2,2,0,2,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,2,0,0,2,6,0,2,2,4,6,8,4,12,8,22,36,17280,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,6,0,8,4,2,2,2,0,0,0,0,0,6,6,4,4,12,12,0,2,8,0,2,8,4,2,2,22,2,26,2,10,10,10,2,4,12,2,12,14,8,16,18,24,10,18,2,16,22,16,16,22,16,22,14,32,26,40,30,14,12,28,24,34,32,46,42,28,44,32,34,46,32,28,30,16,30,18,24,32,16,12,26,36,24,26,22,26,20,20,26,20,18,14,34,30,30,28,28,16,14,18,10,14,14,12,18,12,8,10,22,8,24,4,4,12,10,10,8,12,0,10,2,2,8,8,2,10,0,22,8,4,12,8,4,10,6,8,8,2,2,12,6,24,10,8,6,24,10,8,36,22,28,34,28,48,56,54,96,80,142,152,222,352,622,866,6146,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,2,0,4,0,0,2,0,0,0,0,2,2,0,0,2,2,4,2,2,0,0,2,0,2,4,8,0,2,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,4,0,0,2,0,0,0,0,2,0,2,0,0,2,0,0,2,2,4,0,10,10,9254,
12,4,6,0,4,0,4,0,2,2,0,4,0,2,0,0,0,0,2,4,4,0,2,4,0,2,0,0,0,0,2,2,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,4,4,0,6,0,2,0,2,6,0,8,0,0,0,4,0,2,6,2,2,2,20,6,8,16,2,4,4,4,8,2,8,10,6,6,14,14,2,8,0,6,16,18,20,16,10,26,22,8,18,18,18,14,24,22,20,24,8,26,22,30,28,36,18,24,42,44,26,38,64,20,24,42,60,38,60,62,34,52,46,60,66,60,56,72,60,66,62,58,82,82,86,70,86,62,118,74,112,90,124,114,116,108,96,128,120,120,134,164,154,136,118,176,174,136,194,176,204,142,168,154,166,144,120,158,158,144,164,152,168,104,126,106,112,100,120,140,126,128,86,106,106,88,64,88,80,66,86,48,58,46,64,52,32,46,20,38,42,48,30,42,14,24,46,30,26,30,18,26,16,18,8,22,42,22,22,40,54,70,74,96,174,250,286,374,364,456,450,156,200,192,170,274,354,442,678,1334,9862,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,6,0,2,4,2,2,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,4,6,0,9514,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,2,2,8,0,0,2,0,0,0,4,0,0,0,2,0,2,0,2,0,0,2,0,0,0,0,0,4,2,0,0,2,2,2,4,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,2,2,0,0,4,2,2,0,4,0,0,2,8,2,2,14,18,20,40,112,12014,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0,2,0,2,2,2,2,0,2,0,0,2,4,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,2,0,2,2,0,0,2,2,0,2,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,2,0,0,2,6,0,2,2,4,6,8,4,12,8,22,36,17280,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,6,0,8,4,2,2,2,0,0,0,0,0,6,6,4,4,12,12,0,2,8,0,2,8,4,2,2,22,2,26,2,10,10,10,2,4,12,2,12,14,8,16,18,24,10,18,2,16,22,16,16,22,16,22,14,32,26,40,30,14,12,28,24,34,32,46,42,28,44,32,34,46,32,28,30,16,30,18,24,32,16,12,26,36,24,26,22,26,20,20,26,20,18,14,34,30,30,28,28,16,14,18,10,14,14,12,18,12,8,10,22,8,24,4,4,12,10,10,8,12,0,10,2,2,8,8,2,10,0,22,8,4,12,8,4,10,6,8,8,2,2,12,6,24,10,8,6,24,10,8,36,22,28,34,28,48,56,54,96,80,142,152,222,352,622,866,6146,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,2,0,4,0,0,2,0,0,0,0,2,2,0,0,2,2,4,2,2,0,0,2,0,2,4,8,0,2,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,4,0,0,2,0,0,0,0,2,0,2,0,0,2,0,0,2,2,4,0,10,10,9254,
12,4,6,0,4,0,4,0,2,2,0,4,0,2,0,0,0,0,2,4,4,0,2,4,0,2,0,0,0,0,2,2,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,4,4,0,6,0,2,0,2,6,0,8,0,0,0,4,0,2,6,2,2,2,20,6,8,16,2,4,4,4,8,2,8,10,6,6,14,14,2,8,0,6,16,18,20,16,10,26,22,8,18,18,18,14,24,22,20,24,8,26,22,30,28,36,18,24,42,44,26,38,64,20,24,42,60,38,60,62,34,52,46,60,66,60,56,72,60,66,62,58,82,82,86,70,86,62,118,74,112,90,124,114,116,108,96,128,120,120,134,164,154,136,118,176,174,136,194,176,204,142,168,154,166,144,120,158,158,144,164,152,168,104,126,106,112,100,120,140,126,128,86,106,106,88,64,88,80,66,86,48,58,46,64,52,32,46,20,38,42,48,30,42,14,24,46,30,26,30,18,26,16,18,8,22,42,22,22,40,54,70,74,96,174,250,286,374,364,456,450,156,200,192,170,274,354,442,678,1334,9862,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,6,0,2,4,2,2,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,4,6,0,9514,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,2,2,8,0,0,2,0,0,0,4,0,0,0,2,0,2,0,2,0,0,2,0,0,0,0,0,4,2,0,0,2,2,2,4,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,2,2,0,0,4,2,2,0,4,0,0,2,8,2,2,14,18,20,40,112,12014,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0,2,0,2,2,2,2,0,2,0,0,2,4,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,2,0,2,2,0,0,2,2,0,2,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,2,0,0,2,6,0,2,2,4,6,8,4,12,8,22,36,17280,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,6,0,8,4,2,2,2,0,0,0,0,0,6,6,4,4,12,12,0,2,8,0,2,8,4,2,2,22,2,26,2,10,10,10,2,4,12,2,12,14,8,16,18,24,10,18,2,16,22,16,16,22,16,22,14,32,26,40,30,14,12,28,24,34,32,46,42,28,44,32,34,46,32,28,30,16,30,18,24,32,16,12,26,36,24,26,22,26,20,20,26,20,18,14,34,30,30,28,28,16,14,18,10,14,14,12,18,12,8,10,22,8,24,4,4,12,10,10,8,12,0,10,2,2,8,8,2,10,0,22,8,4,12,8,4,10,6,8,8,2,2,12,6,24,10,8,6,24,10,8,36,22,28,34,28,48,56,54,96,80,142,152,222,352,622,866,6146,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,2,0,4,0,0,2,0,0,0,0,2,2,0,0,2,2,4,2,2,0,0,2,0,2,4,8,0,2,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,4,0,0,2,0,0,0,0,2,0,2,0,0,2,0,0,2,2,4,0,10,10,9254,
12,4,6,0,4,0,4,0,2,2,0,4,0,2,0,0,0,0,2,4,4,0,2,4,0,2,0,0,0,0,2,2,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,4,4,0,6,0,2,0,2,6,0,8,0,0,0,4,0,2,6,2,2,2,20,6,8,16,2,4,4,4,8,2,8,10,6,6,14,14,2,8,0,6,16,18,20,16,10,26,22,8,18,18,18,14,24,22,20,24,8,26,22,30,28,36,18,24,42,44,26,38,64,20,24,42,60,38,60,62,34,52,46,60,66,60,56,72,60,66,62,58,82,82,86,70,86,62,118,74,112,90,124,114,116,108,96,128,120,120,134,164,154,136,118,176,174,136,194,176,204,142,168,154,166,144,120,158,158,144,164,152,168,104,126,106,112,100,120,140,126,128,86,106,106,88,64,88,80,66,86,48,58,46,64,52,32,46,20,38,42,48,30,42,14,24,46,30,26,30,18,26,16,18,8,22,42,22,22,40,54,70,74,96,174,250,286,374,364,456,450,156,200,192,170,274,354,442,678,1334,9862,
0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,4,0,0,4,0,4,2,0,2,4,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,0,4,4,2,2,2,6,0,4,6,2,12,4,8,2,10,8,26,22,18,30,28,40,126,17354,
